Source;Word;Lemma_spacy;Article;Forms;Wortart;Genus;URL;nur_im_Plural;Case_spacy;Number_spacy;Degree_spacy;PronType_spacy;VerbForm_spacy;BUCHMEIER_rank;BUCHMEIER_freq;LEEDS_rank;LEEDS_freq;LEIPZIG_rank;HERMIT_rank;HERMIT_freq
BUCHMEIER,HERMIT,LEIPZIG;falschen;falsch;;;Verb;;;;;;;;Inf;1704.0;1254.0;;;2935.0;1424.0;8507.0
BUCHMEIER,HERMIT;falscher;falsch;;;Adverb;;;;;;Cmp;;;8998.0;149.0;;;;5638.0;1475.0
BUCHMEIER,HERMIT;Falsches;Falsches;;;Substantiv;neut.;;;Nom;Sing;;;;6810.0;215.0;;;;4353.0;2075.0
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Familie;Familie;die;;Substantiv;fem.;https://www.dwds.de/wb/Familie;0.0;Nom;Sing;;;;364.0;8086.0;315.0;225.71;468.0;303.0;57288.0
BUCHMEIER,HERMIT,LEIPZIG;Familien;Familie;;;Substantiv;fem.;;;Nom;Plur;;;;2818.0;682.0;;;1435.0;2290.0;4685.0
A1;Familienname;familienname;der;;Substantiv;mask.;https://www.dwds.de/wb/Familienname;0.0;Nom;Sing;;;;;;;;;;
A1;Familienstand;Familienstand;der;;Substantiv;mask.;https://www.dwds.de/wb/Familienstand;0.0;Nom;Sing;;;;;;;;;;
A2,BUCHMEIER,HERMIT,LEEDS;Fan;Fan;der;;Substantiv;mask.;https://www.dwds.de/wb/Fan;0.0;Nom;Sing;;;;3910.0;449.0;2133.0;34.76;;3394.0;2839.0
BUCHMEIER,HERMIT,LEIPZIG;fand;finden;;;Verb;;;;;Sing;;;Fin;846.0;2995.0;;;792.0;708.0;19911.0
BUCHMEIER,HERMIT,LEIPZIG;fanden;finden;;;Verb;;;;;Plur;;;Fin;1882.0;1132.0;;;1644.0;1550.0;7635.0
BUCHMEIER,HERMIT;Fang;Fang;;;Verb;;;;;Sing;;;Fin;2451.0;806.0;;;;1645.0;7047.0
BUCHMEIER,HERMIT;fange;fang;;;Adjektiv;;;;Nom;Plur;Pos;;;3347.0;549.0;;;;2867.0;3487.0
B1,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;fangen;fangen;;du fängst, er fängt, ich fing;Verb;;https://www.dwds.de/wb/fangen;0.0;;Plur;;;Fin;1426.0;1551.0;1245.0;60.6;9213.0;981.0;13232.0
BUCHMEIER,HERMIT;Fangt;Fangt;;;Verb;;;;;;;;Part;7513.0;188.0;;;;5202.0;1630.0
BUCHMEIER,HERMIT,LEIPZIG;Fans;Fan;;;Substantiv;mask.;;;Nom;Plur;;;;4389.0;384.0;;;1779.0;5166.0;1644.0
B1,BUCHMEIER,HERMIT;Fantasie;Fantasie;die;;Substantiv;fem.;https://www.dwds.de/wb/Fantasie;0.0;Nom;Sing;;;;4748.0;349.0;;;;3544.0;2673.0
A2,BUCHMEIER,HERMIT;fantastisch;fantastisch;;;Adjektiv;;https://www.dwds.de/wb/fantastisch;0.0;;;Pos;;;2089.0;991.0;;;;1522.0;7805.0
BUCHMEIER,HERMIT;fantastische;fantastisch;;;Adjektiv;;;;Nom;Sing;Pos;;;9684.0;135.0;;;;7784.0;978.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;Farbe;Farbe;die;;Substantiv;fem.;https://www.dwds.de/wb/Farbe;0.0;Nom;Sing;;;;2144.0;961.0;1156.0;65.37;2625.0;1874.0;5988.0
BUCHMEIER,HERMIT,LEIPZIG;Farben;Farbe;;;Substantiv;fem.;;;Nom;Plur;;;;4018.0;434.0;;;2707.0;4344.0;2078.0
B1;farbig;farbig;;;Adjektiv;;https://www.dwds.de/wb/farbig;0.0;;;Pos;;;;;;;;;
BUCHMEIER,HERMIT;Farm;Farm;;;Substantiv;mask.;;;Nom;Sing;;;;3824.0;460.0;;;;3140.0;3108.0
B1;Faschierte;Faschiert;das;;Substantiv;neut.;https://www.dwds.de/wb/Faschierte;0.0;Nom;Plur;;;;;;;;;;
B1;Fasching;Fasching;der;;Substantiv;mask.;https://www.dwds.de/wb/Fasching;0.0;Nom;Sing;;;;;;;;;;
LEEDS,LEIPZIG;Faschismus;Faschismus;;;Substantiv;mask.;;;Nom;Sing;;;;;;4293.0;14.3;9761.0;;
B1;Fasnacht;Fasnacht;die;;Substantiv;fem.;https://www.dwds.de/wb/Fasnacht;0.0;Nom;Sing;;;;;;;;;;
BUCHMEIER,HERMIT;Fass;Fass;;;Substantiv;mask.;;;Nom;Sing;;;;3261.0;569.0;;;;1991.0;5538.0
BUCHMEIER,HERMIT;fasse;fassen;;;Verb;;;;;Sing;;;Fin;5713.0;271.0;;;;4062.0;2249.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;fassen;fassen;;;Verb;;https://www.dwds.de/wb/fassen;0.0;;;;;Inf;1891.0;1124.0;1168.0;64.92;4240.0;1621.0;7193.0
BUCHMEIER,HERMIT;fasst;fasst;;;Andere;;;;;;;;;9169.0;145.0;;;;5975.0;1379.0
BUCHMEIER,LEEDS,LEIPZIG;Fassung;Fassung;;;Substantiv;fem.;;;Nom;Sing;;;;8565.0;158.0;2569.0;27.81;4774.0;;
A2,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;fast;fast;;;Adverb;;https://www.dwds.de/wb/fast;0.0;;;;;;557.0;5349.0;212.0;322.5;206.0;412.0;39542.0
BUCHMEIER,HERMIT;faszinierend;faszinierend;;;Adverb;;;;;;Pos;;;7542.0;187.0;;;;4315.0;2094.0
BUCHMEIER,HERMIT,LEIPZIG;fasziniert;faszinieren;;;Adverb;;;;;;Pos;;;8446.0;161.0;;;8519.0;7368.0;1052.0
A2,BUCHMEIER,HERMIT;faul;Faul;;;Adjektiv;;https://www.dwds.de/wb/faul;0.0;;;Pos;;;5121.0;315.0;;;;4816.0;1813.0
B1;faulenzen;Faulenz;;;Verb;;https://www.dwds.de/wb/faulenzen;0.0;;;;;Inf;;;;;;;
BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;Faust;Faust;die;Fäuste;Substantiv;fem.;;;Nom;Sing;;;;4991.0;327.0;3744.0;17.11;4534.0;4943.0;1747.0
B1;Fauteuil;Fauteuil;der;;Substantiv;mask.;https://www.dwds.de/wb/Fauteuil;0.0;Gen;Sing;;;;;;;;;;
A1,LEEDS,LEIPZIG;Fax;Fax;das;;Substantiv;neut.;https://www.dwds.de/wb/Fax;0.0;Nom;Sing;;;;;;2335.0;31.23;4688.0;;
LEEDS,LEIPZIG;Fazit;Fazit;;;Substantiv;neut.;;;Nom;Sing;;;;;;2688.0;26.25;4540.0;;
BUCHMEIER,HERMIT;FBI;FBI;;;Substantiv;neut.;;;Nom;Sing;;;;1621.0;1332.0;;;;1243.0;9947.0
LEEDS,LEIPZIG;FC;fC;;;Andere;;;;;;;;;;;4291.0;14.31;9338.0;;
LEEDS,LEIPZIG;FDP;FDP;;;Substantiv;fem.;;;Nom;Sing;;;;;;1778.0;42.14;596.0;;
B1;Feber;Feber;der;;Substantiv;mask.;https://www.dwds.de/wb/Feber;0.0;Nom;Plur;;;;;;;;;;
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;Februar;Februar;der;;Substantiv;mask.;https://www.dwds.de/wb/Februar;0.0;Nom;Sing;;;;8190.0;168.0;756.0;98.71;591.0;6445.0;1250.0
BUCHMEIER,BW1,HERMIT,LEEDS;Feder;Feder;die;;Substantiv;fem.;;;Nom;Sing;;;;5129.0;314.0;4778.0;12.38;;8052.0;934.0
BUCHMEIER,HERMIT;Federn;Feder;;;Substantiv;fem.;;;Nom;Plur;;;;7696.0;182.0;;;;6785.0;1166.0
BUCHMEIER,HERMIT;Fee;Fee;;;Substantiv;mask.;;;Nom;Sing;;;;9459.0;139.0;;;;8029.0;938.0
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;fehlen;fehlen;;;Verb;;https://www.dwds.de/wb/fehlen#1;0.0;;Plur;;;Fin;2971.0;643.0;559.0;130.84;1928.0;2204.0;4868.0
A1,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;Fehler;Fehler;der;fehlen;Substantiv;mask.;https://www.dwds.de/wb/Fehler;0.0;Nom;Plur;;;;703.0;4012.0;793.0;94.9;1124.0;643.0;22947.0
BUCHMEIER,HERMIT;fehlst;fehlst;;;Verb;;;;;Sing;;;Fin;9409.0;140.0;;;;7607.0;1007.0
BUCHMEIER,HERMIT,LEIPZIG;fehlt;fehlen;;;Verb;;;;;Sing;;;Fin;1462.0;1509.0;;;1132.0;1106.0;11325.0
BUCHMEIER,HERMIT,LEIPZIG;fehlte;fehlen;;;Verb;;;;;Sing;;;Fin;8189.0;168.0;;;4151.0;6718.0;1182.0
A2,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Feier;Feier;die;;Substantiv;fem.;https://www.dwds.de/wb/Feier;0.0;Nom;Sing;;;;4659.0;357.0;3993.0;15.79;5793.0;3466.0;2751.0
A1,BUCHMEIER,HERMIT;Feierabend;Feierabend;der;;Substantiv;;https://www.dwds.de/wb/Feierabend;0.0;;;Pos;;;8445.0;161.0;;;;5862.0;1411.0
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;feiern;feiern;;;Verb;;https://www.dwds.de/wb/feiern;0.0;;Plur;;;Fin;1901.0;1114.0;1447.0;52.37;2659.0;1350.0;8969.0
BUCHMEIER,HERMIT,LEIPZIG;feiert;feiern;;;Verb;;;;;Sing;;;Fin;9962.0;130.0;;;3108.0;7861.0;964.0
A1;Feiertag;Feiertag;der;;Substantiv;mask.;https://www.dwds.de/wb/Feiertag;0.0;Nom;Sing;;;;;;;;;;
BUCHMEIER,HERMIT;feige;feige;;;Adverb;;;;;;Pos;;;6359.0;236.0;;;;5065.0;1694.0
BUCHMEIER,HERMIT;Feigling;Feigling;;;Substantiv;mask.;;;Nom;Sing;;;;3525.0;517.0;;;;2953.0;3363.0
BUCHMEIER,HERMIT;Feiglinge;Feigling;;;Substantiv;fem.;;;Nom;Sing;;;;9534.0;138.0;;;;8360.0;889.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Fein;Fein;;;Substantiv;;;;Nom;Sing;;;;4536.0;368.0;1941.0;38.4;7848.0;2757.0;3672.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Feind;Feind;;;Substantiv;mask.;;;Nom;Sing;;;;1538.0;1418.0;1518.0;50.23;5850.0;1536.0;7701.0
BUCHMEIER,HERMIT,LEIPZIG;Feinde;Feind;;;Substantiv;mask.;;;Nom;Plur;;;;2425.0;818.0;;;7472.0;2164.0;4981.0
BUCHMEIER,HERMIT;Feinden;Feind;;;Substantiv;mask.;;;Nom;Plur;;;;9638.0;136.0;;;;8455.0;875.0
HERMIT,LEIPZIG;feine;feinen;;;Substantiv;;;;Nom;Sing;;;;;;;;8828.0;7339.0;1058.0
HERMIT,LEIPZIG;feinen;feinen;;;Verb;;;;;Plur;;;Fin;;;;;7673.0;9648.0;735.0
B1,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;Feld;Feld;das;Felder;Substantiv;neut.;https://www.dwds.de/wb/Feld;0.0;Nom;Sing;;;;2932.0;656.0;948.0;79.6;865.0;2767.0;3661.0
BUCHMEIER,HERMIT,LEIPZIG;Felder;Feld;;;Substantiv;neut.;;;Nom;Plur;;;;9961.0;130.0;;;1986.0;8964.0;808.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Felix;Felix;;;Substantiv;mask.;;;Nom;Sing;;;;8188.0;168.0;4811.0;12.25;9178.0;3516.0;2700.0
BUCHMEIER,HERMIT,LEEDS;Felsen;Fels;;;Substantiv;mask.;;;Nom;Plur;;;;4483.0;374.0;4979.0;11.7;;4325.0;2088.0
A2,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;Fenster;Fenster;das;;Substantiv;neut.;https://www.dwds.de/wb/Fenster;0.0;Nom;Plur;;;;1107.0;2132.0;1227.0;61.38;1731.0;980.0;13233.0
A2,BUCHMEIER,HERMIT,LEIPZIG;Ferien;Ferien;;;Substantiv;;https://www.dwds.de/wb/Ferien;1.0;;;;;;5214.0;307.0;;;6741.0;4046.0;2261.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;fern;fern;;;Adverb;;;;;;Pos;;;2239.0;904.0;1071.0;70.86;5677.0;1913.0;5852.0
B1,BUCHMEIER,HERMIT;Fernbedienung;Fernbedienung;die;;Substantiv;fem.;https://www.dwds.de/wb/Fernbedienung;0.0;Nom;Sing;;;;8148.0;169.0;;;;9744.0;725.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Ferne;Ferne;;;Substantiv;fem.;;;Nom;Sing;;;;7941.0;175.0;4234.0;14.57;6241.0;5334.0;1581.0
BUCHMEIER,HERMIT;fernhalten;fernhalten;;;Verb;;;;;;;;Inf;8564.0;158.0;;;;6704.0;1185.0
A1,B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;fernsehen;fernsehen;das;;Substantiv;neut.;https://www.dwds.de/wb/fernsehen;0.0;Nom;Sing;;;;1452.0;1524.0;1444.0;52.41;1028.0;1504.0;7915.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Fernseher;Fernseher;der;;Substantiv;mask.;https://www.dwds.de/wb/Fernseher;0.0;Nom;Sing;;;;2463.0;802.0;4614.0;13.04;5694.0;2589.0;4008.0
BUCHMEIER,HERMIT;Fersen;Ferse;;;Substantiv;fem.;;;Nom;Plur;;;;9579.0;137.0;;;;8548.0;862.0
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;fertig;fertig;;;Adjektiv;;https://www.dwds.de/wb/fertig;0.0;;;Pos;;;370.0;8031.0;1236.0;60.9;2085.0;314.0;53738.0
BUCHMEIER,HERMIT;fesseln;fesseln;;;Verb;;;;;Plur;;;Fin;9737.0;134.0;;;;5486.0;1526.0
A2,B1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;Fest;fest;das;;Substantiv;;https://www.dwds.de/wb/Fest;0.0;;;;;;724.0;3800.0;356.0;198.42;386.0;608.0;25199.0
BUCHMEIER,HERMIT,LEIPZIG;feste;f;;;Adjektiv;;;;Nom;Sing;Sup;;;8486.0;160.0;;;4147.0;5863.0;1411.0
BUCHMEIER,HERMIT,LEIPZIG;festen;fest;;;Verb;;;;;;;;Inf;9408.0;140.0;;;3063.0;7401.0;1046.0
BUCHMEIER,HERMIT,LEIPZIG;fester;fest;;;Adverb;;;;;;Cmp;;;8227.0;167.0;;;5419.0;5846.0;1415.0
BUCHMEIER,HERMIT,LEIPZIG;festgehalten;festhalten;;;Verb;;;;;Plur;;;Fin;5816.0;265.0;;;4725.0;6310.0;1284.0
LEEDS,LEIPZIG;festgelegt;festlegen;;;Verb;;;;;;;;Part;;;4496.0;13.49;1886.0;;
BUCHMEIER,HERMIT,LEIPZIG;festgenommen;festnehmen;;;Verb;;;;;;;;Part;6172.0;245.0;;;1858.0;4582.0;1932.0
BUCHMEIER,HERMIT,LEIPZIG;festgestellt;feststellen;;;Verb;;;;;;;;Part;9533.0;138.0;;;2098.0;7602.0;1008.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;festhalten;festhalten;;;Verb;;https://www.dwds.de/wb/festhalten;0.0;;Plur;;;Fin;4658.0;357.0;1804.0;41.25;5787.0;2642.0;3899.0
A2,LEEDS,LEIPZIG;Festival;Festival;das;;Substantiv;neut.;https://www.dwds.de/wb/Festival;0.0;Nom;Sing;;;;;;3937.0;16.09;4799.0;;
B1,LEEDS,LEIPZIG;festlegen;festlegen;;;Verb;;https://www.dwds.de/wb/festlegen;0.0;;;;;Inf;;;1512.0;50.45;3002.0;;
LEEDS,LEIPZIG;Festlegung;Festlegung;;;Substantiv;fem.;;;Nom;Sing;;;;;;4795.0;12.31;7332.0;;
HERMIT,LEIPZIG;Festnahme;Festnahme;;;Substantiv;fem.;;;Nom;Sing;;;;;;;;5869.0;9147.0;787.0
B1,BUCHMEIER,HERMIT,LEEDS;festnehmen;Festnehm;;;Verb;;https://www.dwds.de/wb/festnehmen;0.0;;;;;Inf;6790.0;216.0;4346.0;14.07;;5912.0;1396.0
B1,BUCHMEIER,HERMIT,LEEDS;Festplatte;Festplatte;die;;Substantiv;fem.;https://www.dwds.de/wb/Festplatte;0.0;Nom;Sing;;;;8264.0;166.0;4109.0;15.17;;9077.0;795.0
B1;festsetzen;festsetzen;;;Verb;;https://www.dwds.de/wb/festsetzen;0.0;;;;;Inf;;;;;;;
B1;feststehen;feststehen;;;Verb;;https://www.dwds.de/wb/feststehen;0.0;;;;;Inf;;;;;;;
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;feststellen;feststellen;;;Verb;;https://www.dwds.de/wb/feststellen;0.0;;;;;Inf;7051.0;205.0;737.0;100.92;3827.0;5731.0;1447.0
LEEDS,LEIPZIG;Feststellung;Feststellung;;;Substantiv;fem.;;;Nom;Sing;;;;;;2818.0;24.69;5200.0;;
BUCHMEIER,HERMIT;Festung;Festung;;;Substantiv;fem.;;;Nom;Sing;;;;4990.0;327.0;;;;5534.0;1511.0
A2,B1,BUCHMEIER,HERMIT,LEEDS;fett;Fett;das;;Substantiv;neut.;https://www.dwds.de/wb/fett;0.0;Nom;Sing;;;;3690.0;483.0;4842.0;12.11;;2951.0;3369.0
BUCHMEIER,HERMIT;fette;Fette;;;Substantiv;fem.;;;Nom;Sing;;;;6273.0;240.0;;;;5003.0;1721.0
BUCHMEIER,HERMIT;fetten;fett;;;Verb;;;;;;;;Inf;5679.0;273.0;;;;6118.0;1339.0
B1,BUCHMEIER,HERMIT;feucht;feucht;;;Adjektiv;;https://www.dwds.de/wb/feucht;0.0;;;Pos;;;8263.0;166.0;;;;6851.0;1149.0
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Feuer;Feuer;das;;Substantiv;neut.;https://www.dwds.de/wb/Feuer;0.0;Nom;Sing;;;;753.0;3577.0;1673.0;44.77;1752.0;694.0;20404.0
BUCHMEIER,HERMIT;feuern;feuern;;;Verb;;;;;;;;Inf;3221.0;579.0;;;;2561.0;4082.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Feuerwehr;Feuerwehr;die;;Substantiv;fem.;https://www.dwds.de/wb/Feuerwehr;0.0;Nom;Sing;;;;7287.0;197.0;4348.0;14.05;2861.0;6451.0;1249.0
BUCHMEIER,HERMIT;Feuerwerk;Feuerwerk;;;Substantiv;neut.;;;Nom;Sing;;;;6586.0;225.0;;;;7111.0;1099.0
B1,BUCHMEIER,HERMIT;Feuerzeug;Feuerzeug;das;;Substantiv;neut.;https://www.dwds.de/wb/Feuerzeug;0.0;Nom;Sing;;;;9035.0;148.0;;;;8444.0;876.0
BUCHMEIER,HERMIT;Fick;Fick;;;Substantiv;neut.;;;Nom;Sing;;;;2814.0;684.0;;;;1914.0;5851.0
BUCHMEIER,HERMIT;ficken;ficken;;;Verb;;;;;;;;Inf;3283.0;564.0;;;;2732.0;3736.0
A1,BUCHMEIER,BW1,HERMIT;Fieber;Fieber;das;;Substantiv;neut.;https://www.dwds.de/wb/Fieber;0.0;Nom;Sing;;;;3678.0;485.0;;;;3237.0;3001.0
BUCHMEIER,HERMIT,LEIPZIG;fiel;fallen;;;Verb;;;;;Sing;;;Fin;2039.0;1023.0;;;1158.0;1732.0;6603.0
BUCHMEIER,HERMIT,LEIPZIG;fielen;fallen;;;Verb;;;;;Plur;;;Fin;8085.0;171.0;;;2711.0;7192.0;1083.0
BUCHMEIER,HERMIT;fies;Fies;;;Andere;;;;;;;;;9578.0;137.0;;;;7785.0;978.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Figur;Figur;die;;Substantiv;fem.;https://www.dwds.de/wb/Figur;0.0;Nom;Sing;;;;1984.0;1057.0;1632.0;46.07;2900.0;3532.0;2681.0
BUCHMEIER,HERMIT,LEIPZIG;Figuren;Figur;;;Substantiv;fem.;;;Nom;Plur;;;;3122.0;603.0;;;2320.0;6320.0;1282.0
A1,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;Film;Film;der;;Substantiv;mask.;https://www.dwds.de/wb/Film;0.0;Nom;Sing;;;;454.0;6623.0;342.0;205.06;535.0;674.0;21254.0
BUCHMEIER,HERMIT,LEIPZIG;Filme;Film;;;Substantiv;mask.;;;Nom;Plur;;;;2108.0;982.0;;;1839.0;2332.0;4567.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Filmen;Film;;;Substantiv;mask.;;;Nom;Plur;;;;4349.0;389.0;4711.0;12.66;4639.0;3565.0;2653.0
BUCHMEIER,HERMIT,LEIPZIG;Films;Film;;;Substantiv;mask.;;;Gen;Sing;;;;2910.0;661.0;;;4784.0;6625.0;1207.0
BUCHMEIER,HERMIT,LEIPZIG;Finale;finale;;;Substantiv;neut.;;;Nom;Sing;;;;6417.0;233.0;;;2345.0;6708.0;1185.0
HERMIT,LEIPZIG;Finanzen;Finanz;;;Substantiv;fem.;;;Nom;Plur;;;;;;;;4831.0;9357.0;764.0
B1,LEEDS,LEIPZIG;finanziell;finanziell;;;Adjektiv;;https://www.dwds.de/wb/finanziell;0.0;;;Pos;;;;;863.0;86.95;3131.0;;
HERMIT,LEIPZIG;finanzielle;finanzielle;;;Adjektiv;;;;Nom;Plur;Pos;;;;;;;2258.0;8695.0;842.0
B1,HERMIT,LEEDS,LEIPZIG;finanzieren;finanzieren;;;Verb;;https://www.dwds.de/wb/finanzieren;0.0;;;;;Inf;;;1942.0;38.4;2883.0;9290.0;771.0
HERMIT,LEIPZIG;finanziert;finanzieren;;;Verb;;;;;;;;Part;;;;;2328.0;9237.0;778.0
LEEDS,LEIPZIG;Finanzierung;Finanzierung;;;Substantiv;fem.;;;Nom;Sing;;;;;;2197.0;33.51;1782.0;;
BUCHMEIER,HERMIT;find;find;;;Substantiv;neut.;;;Nom;Sing;;;;3832.0;459.0;;;;2473.0;4232.0
BUCHMEIER,HERMIT,LEIPZIG;finde;finden;;;Verb;;;;;Sing;;;Fin;569.0;5232.0;;;3640.0;447.0;36286.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;finden;finden;;du findest, ich fand;Verb;;https://www.dwds.de/wb/finden;0.0;;Plur;;;Fin;256.0;12513.0;87.0;904.61;318.0;220.0;83987.0
BUCHMEIER,HERMIT;findest;Findest;;;Substantiv;neut.;;;Nom;Sing;;;;1460.0;1511.0;;;;984.0;13083.0
BUCHMEIER,HERMIT,LEIPZIG;findet;finden;;;Verb;;;;;Sing;;;Fin;1031.0;2347.0;;;428.0;796.0;17000.0
BUCHMEIER,HERMIT,LEIPZIG;fing;fing;;;Andere;;;;;;;;;2450.0;806.0;;;8653.0;2287.0;4689.0
BUCHMEIER,HERMIT;fingen;fangen;;;Verb;;;;;Plur;;;Fin;6809.0;215.0;;;;7063.0;1108.0
B1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;Finger;Finger;der;;Substantiv;mask.;https://www.dwds.de/wb/Finger;0.0;Nom;Sing;;;;1118.0;2118.0;2087.0;35.64;3662.0;1022.0;12399.0
BUCHMEIER,HERMIT;Fingerabdrücke;Fingerabdrück;;;Substantiv;fem.;;;Nom;Sing;;;;4311.0;393.0;;;;3130.0;3121.0
BUCHMEIER,HERMIT;Fingern;Finger;;;Substantiv;mask.;;;Dat;Plur;;;;6672.0;221.0;;;;6388.0;1266.0
BUCHMEIER,HERMIT;Finn;Finn;;;Substantiv;mask.;;;Nom;Sing;;;;9847.0;132.0;;;;4920.0;1760.0
LEEDS,LEIPZIG;Finnland;Finnland;;;Substantiv;neut.;;;Nom;Sing;;;;;;4119.0;15.12;5383.0;;
BUCHMEIER,HERMIT;Finsternis;Finsternis;;;Substantiv;neut.;;;Nom;Sing;;;;5779.0;267.0;;;;6360.0;1273.0
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Firma;Firma;die;;Substantiv;fem.;https://www.dwds.de/wb/Firma;0.0;Nom;Sing;;;;1097.0;2159.0;575.0;127.44;611.0;1148.0;10871.0
BUCHMEIER,HERMIT,LEIPZIG;Firmen;Firma;;;Substantiv;fem.;;;Nom;Plur;;;;8408.0;162.0;;;786.0;6640.0;1204.0
BUCHMEIER,HERMIT;First;First;;;Andere;;;;;;;;;9371.0;141.0;;;;5995.0;1373.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;Fisch;fisch;der;;Substantiv;;https://www.dwds.de/wb/Fisch;0.0;;;Pos;;;1956.0;1074.0;2497.0;28.76;6215.0;1863.0;6038.0
BUCHMEIER,HERMIT,LEIPZIG;Fische;Fisch;;;Substantiv;mask.;;;Nom;Plur;;;;3312.0;557.0;;;6918.0;3281.0;2959.0
BUCHMEIER,HERMIT;Fischen;Fisch;;;Substantiv;mask.;;;Dat;Plur;;;;7607.0;185.0;;;;5390.0;1559.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Fischer;Fischer;;;Substantiv;;;;Nom;Sing;;;;6849.0;213.0;1907.0;38.88;1845.0;6616.0;1209.0
A2,BUCHMEIER,HERMIT,LEIPZIG;fit;fit;;;Adjektiv;;https://www.dwds.de/wb/fit;0.0;;;Pos;;;7178.0;201.0;;;6582.0;5452.0;1540.0
B1,BUCHMEIER,HERMIT,LEEDS;flach;flach;;;Adjektiv;;https://www.dwds.de/wb/flach;0.0;;;;;;7912.0;176.0;3869.0;16.45;;7420.0;1042.0
BUCHMEIER,HERMIT,LEIPZIG;Flagge;Flagge;;;Substantiv;fem.;;;Nom;Sing;;;;6096.0;250.0;;;9463.0;6248.0;1304.0
BUCHMEIER,HERMIT,LEEDS;Flamme;Flamm;;;Substantiv;fem.;;;Nom;Sing;;;;8949.0;150.0;4616.0;13.04;;6778.0;1170.0
BUCHMEIER,HERMIT,LEIPZIG;Flammen;Flamme;;;Substantiv;fem.;;;Nom;Plur;;;;5167.0;311.0;;;4882.0;4534.0;1960.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;Flasche;Flasche;die;;Substantiv;fem.;https://www.dwds.de/wb/Flasche;0.0;Nom;Sing;;;;2211.0;922.0;3259.0;20.56;7161.0;1618.0;7206.0
BUCHMEIER,HERMIT,LEIPZIG;Flaschen;Flasche;;;Substantiv;fem.;;;Nom;Plur;;;;6416.0;233.0;;;6743.0;4505.0;1977.0
B1,BUCHMEIER,BW3,HERMIT,LEEDS;Fleck;Fleck;der;fleckig;Substantiv;mask.;https://www.dwds.de/wb/Fleck#1;0.0;Nom;Sing;;;;5101.0;317.0;4534.0;13.34;;4156.0;2200.0
BUCHMEIER,HERMIT,LEIPZIG;Flecken;Flecken;;;Substantiv;mask.;;;Nom;Sing;;;;6742.0;218.0;;;9485.0;6203.0;1319.0
BUCHMEIER,HERMIT;flehe;flehen;;;Verb;;;;;Sing;;;Fin;3941.0;444.0;;;;3580.0;2643.0
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Fleisch;Fleisch;das;;Substantiv;neut.;https://www.dwds.de/wb/Fleisch;0.0;Nom;Sing;;;;1568.0;1389.0;2554.0;27.95;3474.0;1582.0;7407.0
B1;Fleischhauer;Fleischhauer;der;;Substantiv;mask.;https://www.dwds.de/wb/Fleischhauer;0.0;Nom;Plur;;;;;;;;;;
A2,BUCHMEIER,BW3,HERMIT,LEEDS;fleißig;fleißig;;Fleiß;Adjektiv;;https://www.dwds.de/wb/flei%C3%9Fig;0.0;;;Pos;;;9532.0;138.0;4907.0;11.93;;7184.0;1084.0
B1,LEEDS,LEIPZIG;flexibel;flexibel;;;Adjektiv;;https://www.dwds.de/wb/flexibel;0.0;;;Pos;;;;;2896.0;23.84;8719.0;;
